State,City,Date,Temperature (°C),Rainfall (mm),Humidity (%),Condition
Uttar Pradesh,Kanpur,2026-01-30,20.2,6.8,53.0,Cloudy
West Bengal,Darjeeling,2026-01-30,17.5,5.9,33.2,Clear
Ladakh,Kargil,2026-01-30,20.9,0.3,51.9,Foggy
Himachal Pradesh,Shimla,2026-01-29,8.5,6.8,42.2,Foggy
West Bengal,Siliguri,2026-01-29,18.1,4.7,50.9,Foggy
Ladakh,Leh,2026-01-29,24.7,0.5,54.8,Clear
Andhra Pradesh,Visakhapatnam,2026-01-28,8.9,4.5,61.5,Foggy
Kerala,Kochi,2026-01-27,10.9,6.5,41.9,Foggy
Punjab,Chandigarh,2026-01-27,9.2,2.1,59.1,Sunny
Uttar Pradesh,Noida,2026-01-27,24.5,1.2,39.3,Foggy
Bihar,Bhagalpur,2026-01-26,24.6,5.8,38.5,Cloudy
Gujarat,Ahmedabad,2026-01-26,25.1,0.0,57.0,Clear
Assam,Dibrugarh,2026-01-25,8.2,7.4,40.1,Cloudy
Arunachal Pradesh,Naharlagun,2026-01-24,25.9,3.5,60.5,Clear
Assam,Silchar,2026-01-24,23.1,2.5,54.1,Clear
Haryana,Faridabad,2026-01-24,24.6,7.6,56.5,Cloudy
Karnataka,Mangaluru,2026-01-24,15.0,1.6,47.8,Cloudy
Nagaland,Dimapur,2026-01-24,17.2,0.2,49.1,Sunny
Andhra Pradesh,Vijayawada,2026-01-23,11.7,3.7,63.4,Foggy
Gujarat,Surat,2026-01-22,8.3,5.7,57.3,Clear
Punjab,Jalandhar,2026-01-22,16.7,7.8,48.6,Clear
Telangana,Nizamabad,2026-01-22,10.8,5.5,43.6,Sunny
Himachal Pradesh,Manali,2026-01-21,24.5,4.8,40.2,Foggy
Maharashtra,Nagpur,2026-01-21,23.0,7.8,37.8,Cloudy
Rajasthan,Jaipur,2026-01-20,19.9,2.9,51.8,Clear
Telangana,Hyderabad,2026-01-20,10.3,5.0,43.1,Clear
Karnataka,Hubballi,2026-01-19,18.8,3.6,33.6,Sunny
Maharashtra,Pune,2026-01-18,19.4,2.4,51.3,Cloudy
Tripura,Agartala,2026-01-18,19.4,2.4,51.3,Cloudy
Gujarat,Vadodara,2026-01-17,17.3,0.3,49.2,Foggy
Manipur,Imphal,2026-01-17,16.8,6.1,30.7,Sunny
West Bengal,Kolkata,2026-01-17,22.0,6.8,36.8,Sunny
Kerala,Thiruvananthapuram,2026-01-16,8.6,2.4,43.2,Cloudy
Jammu and Kashmir,Jammu,2026-01-16,21.4,1.7,37.1,Cloudy
Goa,Margao,2026-01-15,24.9,0.7,55.0,Foggy
Madhya Pradesh,Jabalpur,2026-01-15,8.7,7.0,42.4,Clear
Punjab,Amritsar,2026-01-15,9.4,0.5,41.3,Cloudy
Karnataka,Mysuru,2026-01-14,22.1,5.1,54.0,Foggy
Himachal Pradesh,Dharamshala,2026-01-13,21.3,7.0,55.9,Foggy
Chhattisgarh,Raipur,2026-01-12,15.7,2.3,48.5,Foggy
Tamil Nadu,Tiruchirappalli,2026-01-12,25.6,1.4,42.2,Sunny
Bihar,Gaya,2026-01-11,23.9,7.8,54.0,Clear
Chhattisgarh,Bilaspur,2026-01-11,18.3,6.7,34.0,Clear
Maharashtra,Nashik,2026-01-11,20.5,5.3,35.3,Foggy
Odisha,Bhubaneswar,2026-01-11,20.5,5.3,35.3,Foggy
Odisha,Rourkela,2026-01-11,8.4,7.6,40.3,Sunny
Kerala,Kozhikode,2026-01-10,17.4,0.4,49.3,Cloudy
Maharashtra,Aurangabad,2026-01-10,23.6,3.9,39.3,Sunny
Maharashtra,Mumbai,2026-01-09,20.0,4.8,34.8,Sunny
Madhya Pradesh,Bhopal,2026-01-08,22.1,0.6,54.9,Foggy
Punjab,Ludhiana,2026-01-08,23.8,5.0,37.7,Cloudy
Karnataka,Bengaluru,2026-01-07,12.6,7.3,45.4,Cloudy
Gujarat,Rajkot,2026-01-06,15.9,5.2,64.9,Clear
Nagaland,Kohima,2026-01-05,21.2,2.4,35.1,Sunny
Uttar Pradesh,Lucknow,2026-01-04,11.0,7.5,61.8,Cloudy
Delhi (NCT),Rohini,2026-01-04,8.5,7.7,40.4,Foggy
Haryana,Panipat,2026-01-03,24.4,5.6,38.3,Sunny
Madhya Pradesh,Gwalior,2026-01-03,16.3,4.7,32.0,Clear
Mizoram,Aizawl,2026-01-03,17.0,6.3,30.9,Cloudy
Jammu and Kashmir,Srinagar,2026-01-02,15.7,7.7,32.3,Foggy
Goa,Panaji,2025-12-31,23.0,6.9,53.1,Cloudy
Haryana,Gurugram,2025-12-31,18.6,1.6,50.5,Cloudy
Telangana,Warangal,2025-12-30,17.5,2.3,32.3,Clear
Meghalaya,Shillong,2025-12-29,19.1,3.9,33.9,Clear
Uttar Pradesh,Varanasi,2025-12-28,18.5,6.9,34.2,Foggy
Andhra Pradesh,Tirupati,2025-12-27,9.5,7.8,43.2,Clear
Jharkhand,Dhanbad,2025-12-27,21.3,4.3,53.2,Foggy
Jharkhand,Ranchi,2025-12-25,13.4,4.5,45.3,Cloudy
Delhi (NCT),Dwarka,2025-12-25,24.0,5.2,37.9,Sunny
Arunachal Pradesh,Itanagar,2025-12-24,19.0,2.9,35.6,Cloudy
Uttar Pradesh,Kanpur,2025-12-24,16.5,3.1,49.3,Foggy
West Bengal,Darjeeling,2025-12-24,13.8,2.2,64.6,Cloudy
Ladakh,Kargil,2025-12-24,17.2,4.7,48.2,Sunny
Himachal Pradesh,Shimla,2025-12-23,22.8,3.1,38.5,Sunny
West Bengal,Siliguri,2025-12-23,14.4,1.0,47.2,Sunny
Ladakh,Leh,2025-12-23,21.0,4.9,51.1,Cloudy
Andhra Pradesh,Visakhapatnam,2025-12-22,23.2,0.8,57.8,Sunny
Kerala,Kochi,2025-12-21,25.2,2.8,38.2,Sunny
Punjab,Chandigarh,2025-12-21,23.5,6.5,55.4,Clear
Uttar Pradesh,Noida,2025-12-21,20.8,5.6,35.6,Sunny
Bihar,Bhagalpur,2025-12-20,20.9,2.1,34.8,Foggy
Gujarat,Ahmedabad,2025-12-20,21.4,4.4,53.3,Cloudy
Assam,Dibrugarh,2025-12-19,22.5,3.7,36.4,Foggy
Arunachal Pradesh,Naharlagun,2025-12-18,22.2,7.9,56.8,Cloudy
Assam,Silchar,2025-12-18,19.4,6.9,50.4,Cloudy
Haryana,Faridabad,2025-12-18,20.9,3.9,52.8,Foggy
Karnataka,Mangaluru,2025-12-18,11.3,6.0,44.1,Foggy
Nagaland,Dimapur,2025-12-18,13.5,4.6,45.4,Clear
Andhra Pradesh,Vijayawada,2025-12-17,8.0,0.0,59.7,Sunny
Gujarat,Surat,2025-12-16,22.6,2.0,53.6,Cloudy
Punjab,Jalandhar,2025-12-16,13.0,4.1,44.9,Cloudy
Telangana,Nizamabad,2025-12-16,25.1,1.8,39.9,Clear
Himachal Pradesh,Manali,2025-12-15,20.8,1.1,36.5,Sunny
Maharashtra,Nagpur,2025-12-15,19.3,4.1,34.1,Foggy
Rajasthan,Jaipur,2025-12-14,16.2,7.3,48.1,Cloudy
Telangana,Hyderabad,2025-12-14,24.6,1.3,39.4,Cloudy
Karnataka,Hubballi,2025-12-13,15.1,8.0,65.0,Clear
Maharashtra,Pune,2025-12-12,15.7,6.8,47.6,Foggy
Tripura,Agartala,2025-12-12,15.7,6.8,47.6,Foggy
Gujarat,Vadodara,2025-12-11,13.6,4.7,45.5,Sunny
Manipur,Imphal,2025-12-11,13.1,2.4,62.1,Clear
West Bengal,Kolkata,2025-12-11,18.3,3.1,33.1,Clear
Kerala,Thiruvananthapuram,2025-12-10,22.9,6.8,39.5,Foggy
Jammu and Kashmir,Jammu,2025-12-10,17.7,6.1,33.4,Foggy
Goa,Margao,2025-12-09,21.2,5.1,51.3,Sunny
Madhya Pradesh,Jabalpur,2025-12-09,23.0,3.3,38.7,Cloudy
Punjab,Amritsar,2025-12-09,23.7,4.9,37.6,Foggy
Karnataka,Mysuru,2025-12-08,18.4,1.4,50.3,Sunny
Himachal Pradesh,Dharamshala,2025-12-07,17.6,3.3,52.2,Sunny
Chhattisgarh,Raipur,2025-12-06,12.0,6.7,44.8,Sunny
Tamil Nadu,Tiruchirappalli,2025-12-06,21.9,5.8,38.5,Clear
Bihar,Gaya,2025-12-05,20.2,4.1,50.3,Cloudy
Chhattisgarh,Bilaspur,2025-12-05,14.6,3.0,30.3,Cloudy
Maharashtra,Nashik,2025-12-05,16.8,1.6,31.6,Sunny
Odisha,Bhubaneswar,2025-12-05,16.8,1.6,31.6,Sunny
Odisha,Rourkela,2025-12-05,22.7,3.9,36.6,Clear
Kerala,Kozhikode,2025-12-04,13.7,4.8,45.6,Foggy
Maharashtra,Aurangabad,2025-12-04,19.9,0.2,35.6,Clear
Maharashtra,Mumbai,2025-12-03,16.3,1.1,31.1,Clear
Madhya Pradesh,Bhopal,2025-12-02,18.4,5.0,51.2,Sunny
Punjab,Ludhiana,2025-12-02,20.1,1.3,34.0,Foggy
Karnataka,Bengaluru,2025-12-01,8.9,3.6,41.7,Foggy
Gujarat,Rajkot,2025-11-30,29.6,22.1,61.1,Clear
Nagaland,Kohima,2025-11-29,19.8,2.3,66.4,Humid
Uttar Pradesh,Lucknow,2025-11-28,21.2,13.9,68.0,Sunny
Delhi (NCT),Rohini,2025-11-28,25.1,7.6,71.7,Cloudy
Haryana,Panipat,2025-11-27,23.0,5.5,69.6,Humid
Madhya Pradesh,Gwalior,2025-11-27,26.5,19.2,73.3,Clear
Mizoram,Aizawl,2025-11-27,30.7,23.2,62.2,Sunny
Sikkim,Gangtok,2025-11-26,28.6,21.1,60.1,Cloudy
Jammu and Kashmir,Srinagar,2025-11-26,31.7,4.4,48.5,Cloudy
Goa,Panaji,2025-11-24,28.0,0.3,74.4,Sunny
Haryana,Gurugram,2025-11-24,20.1,17.7,51.7,Sunny
Telangana,Warangal,2025-11-23,21.9,9.5,68.6,Clear
Meghalaya,Shillong,2025-11-22,23.5,11.1,70.2,Clear
Uttar Pradesh,Varanasi,2025-11-21,28.7,21.4,45.4,Cloudy
Andhra Pradesh,Tirupati,2025-11-20,22.6,5.3,54.4,Clear
Jharkhand,Dhanbad,2025-11-20,22.8,20.4,54.4,Cloudy
Jharkhand,Ranchi,2025-11-18,30.0,12.5,46.5,Sunny
Delhi (NCT),Dwarka,2025-11-18,22.6,5.1,69.2,Humid
Arunachal Pradesh,Itanagar,2025-11-17,19.9,7.7,51.8,Sunny
Uttar Pradesh,Kanpur,2025-11-17,23.8,1.4,55.5,Cloudy
West Bengal,Darjeeling,2025-11-17,24.0,16.7,70.8,Sunny
Ladakh,Kargil,2025-11-17,28.0,5.4,74.5,Humid
Himachal Pradesh,Shimla,2025-11-16,33.0,0.6,49.7,Humid
West Bengal,Siliguri,2025-11-16,21.7,24.4,53.4,Humid
Ladakh,Leh,2025-11-16,26.0,23.4,72.4,Sunny
Andhra Pradesh,Visakhapatnam,2025-11-15,27.0,4.8,74.0,Humid
Kerala,Kochi,2025-11-14,18.0,20.5,64.5,Humid
Punjab,Chandigarh,2025-11-14,25.0,22.6,56.6,Clear
Uttar Pradesh,Noida,2025-11-14,25.2,12.8,71.9,Humid
Bihar,Bhagalpur,2025-11-13,19.5,2.0,66.1,Cloudy
Gujarat,Ahmedabad,2025-11-13,22.9,20.5,54.5,Sunny
Assam,Dibrugarh,2025-11-12,21.1,3.6,67.7,Cloudy
Arunachal Pradesh,Naharlagun,2025-11-11,26.0,3.8,73.0,Sunny
Assam,Silchar,2025-11-11,30.2,7.6,46.6,Sunny
Haryana,Faridabad,2025-11-11,22.4,20.0,54.0,Cloudy
Karnataka,Mangaluru,2025-11-11,18.6,21.3,50.3,Cloudy
Nagaland,Dimapur,2025-11-11,30.1,12.6,46.6,Clear
Andhra Pradesh,Vijayawada,2025-11-10,24.0,21.8,70.9,Humid
Gujarat,Surat,2025-11-09,18.3,10.8,49.8,Sunny
Punjab,Jalandhar,2025-11-09,29.6,12.1,46.1,Sunny
Telangana,Nizamabad,2025-11-09,29.5,17.1,46.1,Clear
Himachal Pradesh,Manali,2025-11-08,31.0,23.7,47.7,Humid
Maharashtra,Nagpur,2025-11-08,23.7,11.3,70.4,Cloudy
Rajasthan,Jaipur,2025-11-07,32.8,15.3,49.3,Sunny
Telangana,Hyderabad,2025-11-07,29.0,16.6,45.6,Sunny
Karnataka,Hubballi,2025-11-06,19.5,7.1,66.2,Clear
Maharashtra,Pune,2025-11-05,32.3,14.8,48.8,Cloudy
Rajasthan,Jodhpur,2025-11-05,28.8,1.3,60.4,Cloudy
Tripura,Agartala,2025-11-05,32.3,14.8,48.8,Cloudy
Gujarat,Vadodara,2025-11-04,30.2,12.7,46.7,Humid
Manipur,Imphal,2025-11-04,26.8,19.3,58.3,Clear
West Bengal,Kolkata,2025-11-04,22.7,10.3,69.4,Clear
Kerala,Thiruvananthapuram,2025-11-03,23.8,11.6,55.7,Cloudy
Jammu and Kashmir,Jammu,2025-11-03,27.9,20.6,74.7,Cloudy
Goa,Margao,2025-11-02,26.2,23.6,72.6,Humid
Madhya Pradesh,Jabalpur,2025-11-02,18.1,0.8,49.9,Sunny
Punjab,Amritsar,2025-11-02,22.3,4.8,68.9,Cloudy
Karnataka,Mysuru,2025-11-01,19.9,17.5,51.5,Humid
Himachal Pradesh,Dharamshala,2025-10-31,21.4,24.3,68.4,Humid
Chhattisgarh,Raipur,2025-10-30,19.3,22.0,51.0,Humid
Tamil Nadu,Tiruchirappalli,2025-10-30,22.8,10.6,54.7,Clear
Bihar,Gaya,2025-10-29,25.2,22.6,71.6,Sunny
Chhattisgarh,Bilaspur,2025-10-29,24.8,17.5,71.6,Sunny
Maharashtra,Nashik,2025-10-29,21.2,8.8,67.9,Humid
Odisha,Bhubaneswar,2025-10-29,21.2,8.8,67.9,Humid
Odisha,Rourkela,2025-10-29,21.3,3.8,67.9,Clear
Kerala,Kozhikode,2025-10-28,30.3,12.8,46.8,Cloudy
Maharashtra,Aurangabad,2025-10-28,30.1,22.8,46.8,Clear
Maharashtra,Mumbai,2025-10-27,20.7,8.3,67.4,Clear
Madhya Pradesh,Bhopal,2025-10-26,25.7,3.3,57.4,Humid
Punjab,Ludhiana,2025-10-26,18.7,1.2,65.3,Cloudy
Karnataka,Bengaluru,2025-10-25,31.3,18.9,47.9,Cloudy
Gujarat,Rajkot,2025-10-24,25.9,18.4,57.4,Sunny
Nagaland,Kohima,2025-10-23,31.2,23.7,62.7,Clear
Uttar Pradesh,Lucknow,2025-10-22,32.6,10.2,64.3,Cloudy
Delhi (NCT),Rohini,2025-10-22,21.4,3.9,68.0,Humid
Haryana,Panipat,2025-10-21,19.3,1.8,65.9,Clear
Madhya Pradesh,Gwalior,2025-10-21,22.8,15.5,69.6,Sunny
Mizoram,Aizawl,2025-10-21,27.0,19.5,58.5,Cloudy
Sikkim,Gangtok,2025-10-20,24.9,17.4,56.4,Humid
Jammu and Kashmir,Srinagar,2025-10-20,28.0,0.7,74.9,Humid
Goa,Panaji,2025-10-18,24.3,21.7,70.7,Cloudy
Haryana,Gurugram,2025-10-18,31.5,14.0,48.0,Cloudy
Telangana,Warangal,2025-10-17,18.2,5.8,64.9,Sunny
Meghalaya,Shillong,2025-10-16,19.8,7.4,66.5,Sunny
Uttar Pradesh,Varanasi,2025-10-15,25.0,17.7,71.8,Humid
Andhra Pradesh,Tirupati,2025-10-14,18.9,1.6,50.7,Sunny
Jharkhand,Dhanbad,2025-10-14,19.1,16.7,50.7,Humid
Jharkhand,Ranchi,2025-10-12,26.3,8.8,72.9,Cloudy
Delhi (NCT),Dwarka,2025-10-12,18.9,1.4,65.5,Clear
Arunachal Pradesh,Itanagar,2025-10-11,31.3,4.0,48.1,Cloudy
Uttar Pradesh,Kanpur,2025-10-11,20.1,22.8,51.8,Humid
West Bengal,Darjeeling,2025-10-11,20.3,13.0,67.1,Cloudy
Ladakh,Kargil,2025-10-11,24.3,1.7,70.8,Clear
Himachal Pradesh,Shimla,2025-10-10,29.3,22.0,46.0,Clear
Rajasthan,Udaipur,2025-10-10,26.0,23.6,57.6,Cloudy
West Bengal,Siliguri,2025-10-10,18.0,20.7,49.7,Clear
Ladakh,Leh,2025-10-10,22.3,19.7,68.7,Cloudy
Andhra Pradesh,Visakhapatnam,2025-10-09,23.3,1.1,70.3,Clear
Kerala,Kochi,2025-10-08,29.4,16.8,60.8,Clear
Punjab,Chandigarh,2025-10-08,21.3,18.9,52.9,Sunny
Uttar Pradesh,Noida,2025-10-08,21.5,9.1,68.2,Clear
Bihar,Bhagalpur,2025-10-07,30.9,23.4,62.4,Humid
Gujarat,Ahmedabad,2025-10-07,19.2,16.8,50.8,Cloudy
Assam,Dibrugarh,2025-10-06,32.5,25.0,64.0,Humid
Arunachal Pradesh,Naharlagun,2025-10-05,22.3,0.1,69.3,Cloudy
Assam,Guwahati,2025-10-05,23.0,15.5,54.5,Cloudy
Assam,Silchar,2025-10-05,26.5,3.9,73.0,Cloudy
Haryana,Faridabad,2025-10-05,18.7,16.3,50.3,Humid
Karnataka,Mangaluru,2025-10-05,30.0,17.6,46.6,Humid
Nagaland,Dimapur,2025-10-05,26.4,8.9,73.0,Sunny
Andhra Pradesh,Vijayawada,2025-10-04,20.3,18.1,67.2,Clear
Gujarat,Surat,2025-10-03,29.7,7.1,46.1,Cloudy
Punjab,Jalandhar,2025-10-03,25.9,8.4,72.5,Cloudy
Telangana,Nizamabad,2025-10-03,25.8,13.4,72.5,Sunny
Himachal Pradesh,Manali,2025-10-02,27.3,20.0,74.1,Clear
Maharashtra,Nagpur,2025-10-02,20.0,7.6,66.7,Humid
Rajasthan,Jaipur,2025-10-01,29.1,11.6,45.6,Cloudy
Telangana,Hyderabad,2025-10-01,25.3,12.9,72.0,Cloudy
Karnataka,Hubballi,2025-09-30,32.0,173.9,82.5,Cloudy
Maharashtra,Pune,2025-09-29,25.7,156.5,65.1,Heavy Rain
Rajasthan,Jodhpur,2025-09-29,26.2,168.1,76.7,Heavy Rain
Tripura,Agartala,2025-09-29,25.7,156.5,65.1,Heavy Rain
Gujarat,Vadodara,2025-09-28,23.6,154.4,93.1,Stormy
Manipur,Imphal,2025-09-28,27.3,135.9,74.6,Cloudy
West Bengal,Kolkata,2025-09-28,24.1,177.1,85.7,Cloudy
Kerala,Thiruvananthapuram,2025-09-27,23.0,88.6,72.0,Heavy Rain
West Bengal,Howrah,2025-09-27,25.7,167.6,76.2,Stormy
Jammu and Kashmir,Jammu,2025-09-27,26.2,47.4,91.0,Heavy Rain
Goa,Margao,2025-09-26,25.8,90.0,88.9,Stormy
Madhya Pradesh,Jabalpur,2025-09-26,31.5,52.7,66.2,Rainy
Punjab,Amritsar,2025-09-26,26.8,146.5,85.2,Heavy Rain
Karnataka,Mysuru,2025-09-25,28.4,159.2,67.8,Stormy
Himachal Pradesh,Dharamshala,2025-09-24,24.6,101.3,84.7,Stormy
Chhattisgarh,Raipur,2025-09-23,24.7,23.7,67.3,Stormy
Tamil Nadu,Tiruchirappalli,2025-09-23,33.1,87.6,71.0,Cloudy
Bihar,Gaya,2025-09-22,24.8,89.0,87.9,Rainy
Chhattisgarh,Bilaspur,2025-09-22,23.1,44.3,87.9,Rainy
Maharashtra,Nashik,2025-09-22,33.7,175.6,84.2,Stormy
Odisha,Bhubaneswar,2025-09-22,33.7,175.6,84.2,Stormy
Odisha,Rourkela,2025-09-22,25.8,145.5,84.2,Cloudy
Kerala,Kozhikode,2025-09-21,23.7,154.5,93.2,Heavy Rain
Maharashtra,Aurangabad,2025-09-21,28.4,49.6,93.2,Cloudy
Maharashtra,Mumbai,2025-09-20,33.2,175.1,83.7,Cloudy
Punjab,Ludhiana,2025-09-19,23.2,142.9,81.6,Heavy Rain
Karnataka,Bengaluru,2025-09-18,32.7,20.6,94.3,Heavy Rain
Gujarat,Rajkot,2025-09-17,26.4,135.0,73.7,Rainy
Nagaland,Kohima,2025-09-16,31.7,140.3,79.0,Cloudy
Uttar Pradesh,Lucknow,2025-09-15,26.9,37.0,80.6,Heavy Rain
Delhi (NCT),Rohini,2025-09-15,25.9,145.6,84.3,Stormy
Haryana,Panipat,2025-09-14,23.8,143.5,82.2,Cloudy
Madhya Pradesh,Gwalior,2025-09-14,32.2,42.3,85.9,Rainy
Mizoram,Aizawl,2025-09-14,27.5,136.1,74.8,Heavy Rain
Sikkim,Gangtok,2025-09-13,25.4,134.0,72.7,Stormy
Jammu and Kashmir,Srinagar,2025-09-13,23.2,77.7,91.2,Stormy
Goa,Panaji,2025-09-11,23.9,88.1,87.0,Heavy Rain
Haryana,Gurugram,2025-09-11,24.9,155.7,94.4,Heavy Rain
Telangana,Warangal,2025-09-10,30.7,172.6,81.2,Rainy
Meghalaya,Shillong,2025-09-09,32.3,174.2,82.8,Rainy
Uttar Pradesh,Varanasi,2025-09-08,23.3,44.5,88.1,Stormy
Andhra Pradesh,Tirupati,2025-09-07,32.3,53.5,67.0,Rainy
Jharkhand,Dhanbad,2025-09-07,27.6,158.4,67.0,Stormy
Andhra Pradesh,Guntur,2025-09-06,33.9,32.9,76.5,Stormy
Jharkhand,Ranchi,2025-09-05,30.8,150.5,89.2,Heavy Rain
Delhi (NCT),Dwarka,2025-09-05,23.4,143.1,81.8,Cloudy
Arunachal Pradesh,Itanagar,2025-09-04,26.5,81.0,94.5,Heavy Rain
Uttar Pradesh,Kanpur,2025-09-04,25.5,24.5,68.1,Stormy
West Bengal,Darjeeling,2025-09-04,29.7,39.8,83.4,Heavy Rain
Ladakh,Kargil,2025-09-04,31.9,118.3,87.1,Cloudy
Himachal Pradesh,Shimla,2025-09-03,27.6,48.8,92.4,Cloudy
Rajasthan,Udaipur,2025-09-03,23.4,165.3,73.9,Heavy Rain
West Bengal,Siliguri,2025-09-03,23.4,22.4,66.0,Cloudy
Ladakh,Leh,2025-09-03,33.0,86.1,85.0,Heavy Rain
Andhra Pradesh,Visakhapatnam,2025-09-02,26.5,103.2,86.6,Cloudy
Kerala,Kochi,2025-09-01,33.0,108.3,77.1,Cloudy
Uttar Pradesh,Noida,2025-09-01,34.0,175.9,84.5,Cloudy
Bihar,Bhagalpur,2025-08-31,31.4,140.0,78.7,Stormy
Gujarat,Ahmedabad,2025-08-31,27.7,158.5,67.1,Heavy Rain
Assam,Dibrugarh,2025-08-30,33.0,141.6,80.3,Stormy
Arunachal Pradesh,Naharlagun,2025-08-29,25.5,102.2,85.6,Heavy Rain
Assam,Guwahati,2025-08-29,23.5,132.1,70.8,Heavy Rain
Assam,Silchar,2025-08-29,23.0,120.5,89.3,Heavy Rain
Haryana,Faridabad,2025-08-29,27.2,158.0,66.6,Stormy
Karnataka,Mangaluru,2025-08-29,31.4,19.3,93.0,Stormy
Nagaland,Dimapur,2025-08-29,30.9,150.6,89.3,Rainy
Andhra Pradesh,Vijayawada,2025-08-28,26.6,70.0,83.5,Cloudy
Gujarat,Surat,2025-08-27,26.2,123.7,92.5,Heavy Rain
Punjab,Jalandhar,2025-08-27,30.4,150.1,88.8,Heavy Rain
Telangana,Nizamabad,2025-08-27,27.2,15.1,88.8,Rainy
Himachal Pradesh,Manali,2025-08-26,25.6,46.8,90.4,Cloudy
Maharashtra,Nagpur,2025-08-26,32.5,174.4,83.0,Stormy
Rajasthan,Jaipur,2025-08-25,33.6,153.3,92.0,Heavy Rain
Telangana,Hyderabad,2025-08-25,26.7,179.7,88.3,Heavy Rain
Karnataka,Hubballi,2025-08-24,28.3,170.2,78.8,Rainy
Maharashtra,Pune,2025-08-23,33.1,152.8,91.5,Stormy
Rajasthan,Jodhpur,2025-08-23,33.6,164.4,73.0,Stormy
Tripura,Agartala,2025-08-23,33.1,152.8,91.5,Stormy
Gujarat,Vadodara,2025-08-22,31.0,150.7,89.4,Cloudy
Manipur,Imphal,2025-08-22,23.6,132.2,70.9,Rainy
West Bengal,Kolkata,2025-08-22,31.5,173.4,82.0,Rainy
Kerala,Thiruvananthapuram,2025-08-21,30.4,84.9,68.3,Stormy
West Bengal,Howrah,2025-08-21,33.1,163.9,72.5,Cloudy
Jammu and Kashmir,Jammu,2025-08-21,33.6,43.7,87.3,Stormy
Goa,Margao,2025-08-20,33.2,86.3,85.2,Cloudy
Madhya Pradesh,Jabalpur,2025-08-20,27.8,49.0,92.6,Heavy Rain
Punjab,Amritsar,2025-08-20,23.1,142.8,81.5,Stormy
Karnataka,Mysuru,2025-08-19,24.7,155.5,94.2,Cloudy
Uttar Pradesh,Agra,2025-08-19,32.6,163.4,72.0,Rainy
Himachal Pradesh,Dharamshala,2025-08-18,32.0,97.6,81.0,Cloudy
Chhattisgarh,Raipur,2025-08-17,32.1,20.0,93.7,Cloudy
Tamil Nadu,Tiruchirappalli,2025-08-17,29.4,83.9,67.3,Rainy
Bihar,Gaya,2025-08-16,32.2,85.3,84.2,Heavy Rain
Chhattisgarh,Bilaspur,2025-08-16,30.5,40.6,84.2,Heavy Rain
Maharashtra,Nashik,2025-08-16,30.0,171.9,80.5,Cloudy
Odisha,Bhubaneswar,2025-08-16,30.0,171.9,80.5,Cloudy
Odisha,Rourkela,2025-08-16,33.2,141.8,80.5,Rainy
Kerala,Kozhikode,2025-08-15,31.1,150.8,89.5,Stormy
Maharashtra,Aurangabad,2025-08-15,24.7,45.9,89.5,Rainy
Maharashtra,Mumbai,2025-08-14,29.5,171.4,80.0,Rainy
Rajasthan,Kota,2025-08-14,32.7,130.2,68.9,Rainy
Punjab,Ludhiana,2025-08-13,30.6,139.2,77.9,Stormy
Karnataka,Bengaluru,2025-08-12,29.0,16.9,90.6,Stormy
Gujarat,Rajkot,2025-08-11,33.8,131.3,70.0,Heavy Rain
Nagaland,Kohima,2025-08-10,28.0,136.6,75.3,Rainy
Uttar Pradesh,Lucknow,2025-08-09,23.2,33.3,76.9,Stormy
Delhi (NCT),Rohini,2025-08-09,33.3,141.9,80.6,Cloudy
Haryana,Panipat,2025-08-08,31.2,139.8,78.5,Rainy
Madhya Pradesh,Gwalior,2025-08-08,28.5,38.6,82.2,Heavy Rain
Mizoram,Aizawl,2025-08-08,23.8,132.4,71.1,Stormy
Sikkim,Gangtok,2025-08-07,32.8,130.3,69.0,Cloudy
Jammu and Kashmir,Srinagar,2025-08-07,30.6,74.0,87.5,Cloudy
Goa,Panaji,2025-08-05,31.3,84.4,83.3,Stormy
Haryana,Gurugram,2025-08-05,32.3,152.0,90.7,Stormy
Telangana,Warangal,2025-08-04,27.0,168.9,77.5,Heavy Rain
Meghalaya,Shillong,2025-08-03,28.6,170.5,79.1,Heavy Rain
Uttar Pradesh,Varanasi,2025-08-02,30.7,40.8,84.4,Cloudy
Andhra Pradesh,Tirupati,2025-08-01,28.6,49.8,93.4,Heavy Rain
Jharkhand,Dhanbad,2025-08-01,23.9,154.7,93.4,Cloudy
Andhra Pradesh,Guntur,2025-07-31,30.2,29.2,72.8,Cloudy
Jharkhand,Ranchi,2025-07-30,27.1,146.8,85.5,Stormy
Delhi (NCT),Dwarka,2025-07-30,30.8,139.4,78.1,Rainy
Arunachal Pradesh,Itanagar,2025-07-29,33.9,77.3,90.8,Stormy
Uttar Pradesh,Kanpur,2025-07-29,32.9,20.8,94.5,Cloudy
West Bengal,Darjeeling,2025-07-29,26.0,36.1,79.7,Stormy
Ladakh,Kargil,2025-07-29,28.2,114.6,83.4,Rainy
Himachal Pradesh,Shimla,2025-07-28,23.9,45.1,88.7,Rainy
Rajasthan,Udaipur,2025-07-28,30.8,161.6,70.2,Stormy
West Bengal,Siliguri,2025-07-28,30.8,18.7,92.4,Rainy
Ladakh,Leh,2025-07-28,29.3,82.4,81.3,Stormy
Andhra Pradesh,Visakhapatnam,2025-07-27,33.9,99.5,82.9,Rainy
Kerala,Kochi,2025-07-26,29.3,104.6,73.4,Rainy
